Main_Topic,Unit,Topic_Title,Sub_Topic
PROJECT MANAGEMENT,Module 68: Quality & Resource Management,68.2 Resource & Team Management,"Team topologies: stream-aligned, platform, enabling, complicated-subsystem teams"
PROJECT MANAGEMENT,Module 68: Quality & Resource Management,68.2 Resource & Team Management,Skills matrix and training plans for upskilling
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.1 Project Communication,"Communication planning: channels, frequency, format, audience"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.1 Project Communication,"Communication methods: interactive, push, pull"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.1 Project Communication,Communication channels formula: n(n-1)/2
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.1 Project Communication,"Status reporting: dashboards, burndown charts, RAG (Red-Amber-Green) status"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.1 Project Communication,"Jira dashboards and reporting: velocity charts, sprint reports, control charts"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.1 Project Communication,"Meeting management: sprint ceremonies, steering committee, all-hands"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.1 Project Communication,"Documentation: decision logs, meeting minutes, RAID logs (Risks, Actions, Issues, Decisions)"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.1 Project Communication,"Async communication best practices: Slack/Teams etiquette, written decision-making"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.2 Stakeholder Reporting & Presentations,Executive summaries: 1-page project status for leadership
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.2 Stakeholder Reporting & Presentations,"KPI dashboards: project health metrics, trend analysis"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.2 Stakeholder Reporting & Presentations,"Demo/showcase presentations: sprint reviews, PI demos"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.2 Stakeholder Reporting & Presentations,"Financial reporting: budget vs. actual, EVM reports, forecasting"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.2 Stakeholder Reporting & Presentations,"Retrospective facilitation: formats (Start/Stop/Continue, 4Ls, Sailboat)"
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.2 Stakeholder Reporting & Presentations,Lessons learned documentation and knowledge management
PROJECT MANAGEMENT,Module 69: Communication & Reporting,69.2 Stakeholder Reporting & Presentations,"Escalation management: when, how, and to whom to escalate"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.1 Managing ML Projects,ML project lifecycle vs. traditional software lifecycle
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.1 Managing ML Projects,"CRISP-DM methodology: business understanding, data understanding, data preparation, modeling, evaluation, deployment"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.1 Managing ML Projects,Experiment-driven development: hypothesis → experiment → measure → learn
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.1 Managing ML Projects,"Managing uncertainty in ML: unpredictable model performance, data dependencies"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.1 Managing ML Projects,"Sprint planning for ML: research spikes, data tasks, model iterations, integration"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.1 Managing ML Projects,"Tracking ML experiments: MLflow, Weights & Biases as project management tools"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.1 Managing ML Projects,"Definition of Done for ML: model metrics, fairness checks, documentation, deployment readiness"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.1 Managing ML Projects,"Technical debt in ML: data debt, model debt, configuration debt, pipeline debt"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.2 Cross-Functional AI Team Management,"AI team roles: ML engineer, data scientist, data engineer, MLOps engineer, domain expert"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.2 Cross-Functional AI Team Management,Collaboration between ML and product/engineering teams
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.2 Cross-Functional AI Team Management,Managing data labeling and annotation teams
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.2 Cross-Functional AI Team Management,"Vendor management: cloud providers, data vendors, annotation services, API providers"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.2 Cross-Functional AI Team Management,"Compliance and ethics review: bias audits, privacy impact assessments"
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.2 Cross-Functional AI Team Management,Go/no-go decision frameworks for model deployment
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.2 Cross-Functional AI Team Management,AI project estimation challenges: research vs. engineering estimation
PROJECT MANAGEMENT,Module 70: AI/ML Project Management,70.2 Cross-Functional AI Team Management,"Measuring AI project success: business metrics, model metrics, operational metrics"
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.1 Certifications Overview,PMP (Project Management Professional): PMBOK Guide 7th Edition overview
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.1 Certifications Overview,PMI-ACP (Agile Certified Practitioner): agile knowledge and skills
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.1 Certifications Overview,CSM (Certified ScrumMaster) and CSPO (Certified Scrum Product Owner)
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.1 Certifications Overview,"PSM (Professional Scrum Master) levels I, II, III"
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.1 Certifications Overview,"PRINCE2: process-based methodology, themes, principles"
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.1 Certifications Overview,"SAFe certifications: SA, SSM, SASM, RTE"
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.1 Certifications Overview,Google Project Management Certificate (entry-level)
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.1 Certifications Overview,Exam preparation strategies and study resources
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.2 Advanced Project Management,Program management: managing related projects for strategic benefits
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.2 Advanced Project Management,Portfolio management: aligning projects with organizational strategy
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.2 Advanced Project Management,Benefits realization management: measuring project value delivery
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.2 Advanced Project Management,"Organizational change management: Kotter’s 8 steps, ADKAR model"
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.2 Advanced Project Management,"Governance frameworks: stage gates, portfolio review boards"
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.2 Advanced Project Management,OKRs (Objectives and Key Results) for project alignment
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.2 Advanced Project Management,"Procurement management: contracts (FFP, T&M, CPFF), vendor selection, SOW"
PROJECT MANAGEMENT,Module 71: Project Management Certifications & Frameworks,71.2 Advanced Project Management,Legal and compliance considerations for tech projects
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.1 Product Thinking & Strategy,What is product management? Role of a Product Manager vs. Project Manager
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.1 Product Thinking & Strategy,"Product mindset: outcomes over outputs, customer-centricity"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.1 Product Thinking & Strategy,"Product vision, mission, and strategy alignment"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.1 Product Thinking & Strategy,"Product-market fit: definition, measurement, Lean Startup approach"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.1 Product Thinking & Strategy,"Business models: SaaS, marketplace, freemium, platform, usage-based pricing"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.1 Product Thinking & Strategy,"Competitive analysis: Porter’s Five Forces, SWOT, competitive moats"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.1 Product Thinking & Strategy,"Market sizing: TAM, SAM, SOM estimation"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.1 Product Thinking & Strategy,"Product strategy frameworks: Playing to Win (Lafley/Martin), jobs-to-be-done"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.2 Product Discovery,"Customer discovery: problem interviews, solution interviews, contextual inquiry"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.2 Product Discovery,"User personas: creation, empathy maps, jobs-to-be-done (JTBD) framework"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.2 Product Discovery,"Opportunity assessment: opportunity trees, impact mapping"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.2 Product Discovery,Assumption mapping: identifying and testing riskiest assumptions
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.2 Product Discovery,Continuous discovery habits: weekly customer touchpoints
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.2 Product Discovery,"Problem framing: problem statements, how might we (HMW) questions"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.2 Product Discovery,"Market research: qualitative interviews, quantitative surveys, competitive teardowns"
PRODUCT ENGINEERING,Module 72: Product Management Fundamentals,72.2 Product Discovery,Design sprints: 5-day process for rapid validation
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.1 UX Research & Design Thinking,"Design thinking process: empathize, define, ideate, prototype, test"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.1 UX Research & Design Thinking,"UX research methods: usability testing, A/B testing, card sorting, tree testing"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.1 UX Research & Design Thinking,"User journey mapping: touchpoints, pain points, moments of delight"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.1 UX Research & Design Thinking,"Information architecture: site maps, navigation structure, labeling systems"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.1 UX Research & Design Thinking,Heuristic evaluation: Nielsen’s 10 usability heuristics
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.1 UX Research & Design Thinking,"Accessibility design: WCAG 2.1 guidelines, inclusive design principles"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.1 UX Research & Design Thinking,"Mobile-first design: responsive patterns, touch targets, gesture design"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.2 UI Design & Prototyping,"Wireframing: low-fidelity, mid-fidelity, high-fidelity wireframes"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.2 UI Design & Prototyping,"Prototyping tools: Figma, Sketch, Adobe XD, InVision"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.2 UI Design & Prototyping,"Design systems: component libraries, tokens, design language documentation"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.2 UI Design & Prototyping,"Visual design principles: hierarchy, contrast, alignment, proximity, repetition"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.2 UI Design & Prototyping,"Typography: font selection, scale, readability, pairing"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.2 UI Design & Prototyping,"Color theory: palettes, contrast ratios, accessibility (WCAG AA/AAA)"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.2 UI Design & Prototyping,"Micro-interactions: feedback, progress, state changes, delightful details"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.2 UI Design & Prototyping,"Handoff: design specs, Figma Dev Mode, Zeplin, design tokens to code"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.3 UX for AI Products,"AI-specific UX challenges: explainability, transparency, trust building"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.3 UX for AI Products,"Designing for uncertainty: confidence scores, error states, fallback UX"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.3 UX for AI Products,"Onboarding for AI features: progressive disclosure, expectation setting"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.3 UX for AI Products,"Feedback loops: thumbs up/down, corrections, RLHF interfaces"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.3 UX for AI Products,"Conversational UX: chatbot design, prompt interfaces, voice UI"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.3 UX for AI Products,"Ethical UX: dark patterns to avoid, informed consent, data transparency"
PRODUCT ENGINEERING,Module 73: Product Design & User Experience,73.3 UX for AI Products,"Measuring UX: SUS (System Usability Scale), NPS, CSAT, CES, task completion rate"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.1 Roadmapping,"Types of roadmaps: outcome-based, feature-based, timeline-based, now/next/later"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.1 Roadmapping,"Roadmap tools: ProductPlan, Aha!, Jira roadmaps, Linear, Notion"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.1 Roadmapping,"Roadmap communication: different views for executives, teams, customers"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.1 Roadmapping,Theme-based roadmaps: grouping by strategic objectives
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.1 Roadmapping,"Release planning: versioning, release trains, feature flags"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.1 Roadmapping,"Roadmap anti-patterns: date-driven, feature-factory, no-says-no roadmap"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.1 Roadmapping,"Balancing roadmap items: new features, tech debt, bugs, experiments"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.2 Prioritization Frameworks,"RICE scoring: Reach, Impact, Confidence, Effort"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.2 Prioritization Frameworks,"ICE scoring: Impact, Confidence, Ease"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.2 Prioritization Frameworks,"MoSCoW: Must, Should, Could, Won’t have"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.2 Prioritization Frameworks,Weighted scoring models: custom criteria with stakeholder input
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.2 Prioritization Frameworks,"Kano model: must-be, one-dimensional, attractive, indifferent, reverse features"
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.2 Prioritization Frameworks,Cost of delay and WSJF (Weighted Shortest Job First)
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.2 Prioritization Frameworks,Opportunity scoring: importance vs. satisfaction gap
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.2 Prioritization Frameworks,Buy-a-feature and 100-dollar exercises for stakeholder prioritization
PRODUCT ENGINEERING,Module 74: Product Roadmapping & Prioritization,74.2 Prioritization Frameworks,"User story mapping: backbone, walking skeleton, release slicing"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.1 Product Analytics Foundations,"Analytics frameworks: pirate metrics (AARRR), heart framework (Google)"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.1 Product Analytics Foundations,"Key metrics: DAU/MAU, retention curves, churn rate, LTV, CAC, NPS"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.1 Product Analytics Foundations,"Cohort analysis: retention by sign-up cohort, behavioral cohorts"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.1 Product Analytics Foundations,"Funnel analysis: conversion funnels, drop-off identification, optimization"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.1 Product Analytics Foundations,"Event tracking: event taxonomy, naming conventions, data governance"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.1 Product Analytics Foundations,"Analytics tools: Amplitude, Mixpanel, Google Analytics 4, PostHog, Heap"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.1 Product Analytics Foundations,"Data pipelines for product analytics: event collection, warehousing, dashboarding"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.2 Experimentation & A/B Testing,"A/B testing methodology: hypothesis, control/treatment, sample size, duration"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.2 Experimentation & A/B Testing,"Statistical significance: p-value, confidence intervals, minimum detectable effect"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.2 Experimentation & A/B Testing,"Types of experiments: A/B, A/B/n, multivariate, bandit algorithms"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.2 Experimentation & A/B Testing,"Feature flags: LaunchDarkly, Unleash, Flagsmith for controlled rollout"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.2 Experimentation & A/B Testing,"Experimentation platforms: Optimizely, GrowthBook, Eppo, Statsig"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.2 Experimentation & A/B Testing,"Common pitfalls: peeking, SRM (sample ratio mismatch), novelty effects, interaction effects"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.2 Experimentation & A/B Testing,Bayesian vs. frequentist A/B testing approaches
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.2 Experimentation & A/B Testing,"Experimentation culture: democratizing experiments, experiment review boards"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.3 SQL & Analytics Engineering for PMs,"SQL fundamentals: SELECT, JOIN, GROUP BY, window functions, CTEs"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.3 SQL & Analytics Engineering for PMs,"Product analytics queries: retention, cohort, funnel, event sequence"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.3 SQL & Analytics Engineering for PMs,"Dashboard design: key principles, actionable vs. vanity metrics"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.3 SQL & Analytics Engineering for PMs,Self-serve analytics: enabling teams with tools and data literacy
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.3 SQL & Analytics Engineering for PMs,"Data modeling for product analytics: event schemas, dimensional modeling"
PRODUCT ENGINEERING,Module 75: Product Analytics & Data-Driven Decisions,75.3 SQL & Analytics Engineering for PMs,"Reverse ETL: syncing analytics data back to operational tools (Census, Hightouch)"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.1 Growth Engineering,"Growth loops: viral, content, paid, sales-led growth models"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.1 Growth Engineering,"Acquisition channels: organic (SEO, content, social), paid (SEM, display, retargeting)"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.1 Growth Engineering,"Activation: aha moment identification, time-to-value optimization"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.1 Growth Engineering,"Retention strategies: engagement hooks, re-engagement campaigns, habit formation"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.1 Growth Engineering,"Referral programs: mechanics, incentives, viral coefficient (K-factor)"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.1 Growth Engineering,"Monetization: pricing strategies, paywall optimization, upsell/cross-sell"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.1 Growth Engineering,"Growth experimentation: rapid testing, growth sprints, ICE/RICE for growth ideas"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.1 Growth Engineering,"Product-led growth (PLG): self-serve onboarding, freemium, usage-based triggers"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.2 Go-to-Market Strategy,"GTM planning: target audience, positioning, messaging, channel strategy"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.2 Go-to-Market Strategy,"Product positioning: category creation, competitive positioning frameworks"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.2 Go-to-Market Strategy,"Product launch: alpha, beta, GA (general availability) stages"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.2 Go-to-Market Strategy,"Launch checklist: marketing, sales enablement, support readiness, documentation"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.2 Go-to-Market Strategy,"Pricing strategy: value-based, cost-plus, competitor-based, penetration, skimming"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.2 Go-to-Market Strategy,"Sales enablement: battle cards, demo scripts, objection handling"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.2 Go-to-Market Strategy,"Customer success: onboarding, health scoring, expansion playbooks"
PRODUCT ENGINEERING,Module 76: Product Growth & Go-to-Market,76.2 Go-to-Market Strategy,"Community building: developer relations, user communities, forums, advocacy programs"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.1 Building AI Products,AI product lifecycle: problem definition → data strategy → model development → deployment → iteration
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.1 Building AI Products,AI product ideation: identifying high-value AI use cases
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.1 Building AI Products,"Data strategy for AI products: data acquisition, labeling, synthetic data, data flywheel"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.1 Building AI Products,AI feature scoping: what can/should ML automate vs. rule-based vs. human-in-the-loop
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.1 Building AI Products,"Setting AI product metrics: proxy metrics, guardrail metrics, north star metrics"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.1 Building AI Products,"Managing AI product expectations: probabilistic nature, error rates, edge cases"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.1 Building AI Products,"AI product pricing: per-API call, usage-based, outcome-based pricing"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.1 Building AI Products,Build vs. buy for AI: when to use third-party APIs vs. custom models
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.2 AI Product Ethics & Governance,"Responsible AI framework: fairness, transparency, accountability, safety, privacy"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.2 AI Product Ethics & Governance,Bias detection and mitigation in production AI products
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.2 AI Product Ethics & Governance,"AI transparency: model cards, data sheets for datasets"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.2 AI Product Ethics & Governance,"Explainability for end users: confidence scores, reasoning explanations"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.2 AI Product Ethics & Governance,"Privacy by design: data minimization, consent management, right to be forgotten"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.2 AI Product Ethics & Governance,"AI regulations: EU AI Act risk categories, NIST AI RMF, industry-specific regulations"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.2 AI Product Ethics & Governance,"Human-in-the-loop design: escalation paths, override capabilities"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.2 AI Product Ethics & Governance,"AI incident management: model failures, harmful outputs, public trust erosion"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.3 LLM Product Management,"LLM-powered product design: copilots, agents, assistants, content generation"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.3 LLM Product Management,"Prompt management: versioning, testing, evaluation pipelines"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.3 LLM Product Management,"RAG product architecture: chunking strategy, retrieval quality, hallucination reduction"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.3 LLM Product Management,"LLM evaluation: automated evaluation, human evaluation, red teaming"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.3 LLM Product Management,"Cost management: token economics, caching strategies, model tier routing"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.3 LLM Product Management,"Latency optimization: streaming responses, model size trade-offs"
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.3 LLM Product Management,Fine-tuning vs. prompting: decision framework for product teams
PRODUCT ENGINEERING,Module 77: AI/ML Product Management,77.3 LLM Product Management,"Guardrails and safety: content moderation, jailbreak prevention, compliance"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.1 Writing Product Requirements,"Product Requirements Document (PRD): structure, audience, iteration"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.1 Writing Product Requirements,"User stories: format (As a... I want... So that...), acceptance criteria, INVEST criteria"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.1 Writing Product Requirements,Job stories: alternative to user stories for context-driven requirements
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.1 Writing Product Requirements,"Functional vs. non-functional requirements: performance, security, scalability"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.1 Writing Product Requirements,"Technical design documents: API contracts, data models, architecture decisions"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.1 Writing Product Requirements,"Architecture Decision Records (ADRs): context, decision, consequences"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.1 Writing Product Requirements,"API specification: OpenAPI/Swagger, endpoint design, error contracts"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.1 Writing Product Requirements,"Data flow diagrams: system context, container, component levels (C4 model)"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.2 Product Development Lifecycle,Discovery → Design → Develop → Test → Deploy → Measure cycle
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.2 Product Development Lifecycle,Dual-track agile: discovery track and delivery track running in parallel
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.2 Product Development Lifecycle,Feature development workflow: RFC → Design Review → Implementation → QA → Staged Rollout
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.2 Product Development Lifecycle,Feature flags for progressive delivery and experimentation
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.2 Product Development Lifecycle,"QA integration: automated testing, UAT (User Acceptance Testing), dogfooding"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.2 Product Development Lifecycle,"Post-launch review: metric assessment, user feedback, iteration decisions"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.2 Product Development Lifecycle,"Deprecation and sunsetting: migration plans, communication, timelines"
PRODUCT ENGINEERING,Module 78: Technical Product Specifications,78.2 Product Development Lifecycle,"Technical debt management: prioritization, visibility, sprint allocation"
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.1 Product Team Structure,Product team models: empowered product teams vs. feature teams vs. component teams
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.1 Product Team Structure,Trio model: PM + Design Lead + Tech Lead collaboration
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.1 Product Team Structure,Platform teams vs. product teams: internal developer experience
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.1 Product Team Structure,"Cross-functional team composition: PM, designers, engineers, data scientists, QA"
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.1 Product Team Structure,"Product Operations (Product Ops): tooling, data, processes, stakeholder support"
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.1 Product Team Structure,"Scaling product teams: multiple squads, product areas, business units"
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.1 Product Team Structure,"Team autonomy: clear missions, decision-making authority, guardrails"
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.2 Product Strategy & Leadership,Product vision to execution: vision → strategy → roadmap → delivery
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.2 Product Strategy & Leadership,"OKRs (Objectives and Key Results): setting, tracking, scoring, cadence"
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.2 Product Strategy & Leadership,North Star Metric: defining and aligning teams around one key metric
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.2 Product Strategy & Leadership,"Strategic planning: annual planning, quarterly planning, continuous re-prioritization"
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.2 Product Strategy & Leadership,Product council/product review: governance for multi-product organizations
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.2 Product Strategy & Leadership,PM career ladder: Associate PM → PM → Senior PM → Staff PM → Director → VP → CPO
